Code	Product label	Exported value in 2000-Q1	Exported value in 2000-Q2	Exported value in 2000-Q3	Exported value in 2000-Q4	Exported value in 2001-Q1	Exported value in 2001-Q2	Exported value in 2001-Q3	Exported value in 2001-Q4	Exported value in 2002-Q1	Exported value in 2002-Q2	Exported value in 2002-Q3	Exported value in 2002-Q4	Exported value in 2003-Q1	Exported value in 2003-Q2	Exported value in 2003-Q3	Exported value in 2003-Q4	Exported value in 2004-Q1	Exported value in 2004-Q2	
151419	"Low erucic acid rape or colza oil "fixed oil which has an erucic acid content of < 2%" and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151490	"Rape, colza or mustard oil and fractions thereof, whether or not refined, but not chemically ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151511	"Crude linseed oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151519	"Linseed oil and fractions thereof, whether or not refined, but not chemically modified (excl. ..."	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	0	0	
151521	"Crude maize oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151530	"Castor oil and fractions thereof, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151540	"Tung oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151550	"Sesame oil and its fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151560	"Microbial fats and oils and their fractions, whether or not refined, but not chemically modified"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151610	"Animal fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
151800	"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
152110	"Vegetable waxes, whether or not refined or coloured (excl. triglycerides)"	0	0	0	40	38	2	0	0	0	0	0	0	0	0	0	0	0	0	
152190	"Beeswax, other insect waxes and spermaceti, whether or not refined or coloured"	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
152200	"Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes"	0	61	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
160100	"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	
160210	"Homogenised prepared meat, offal, blood or insects, put up for retail sale as infant food or ..."	0	0	0	0	52	0	0	0	0	0	0	0	0	1	2	0	0	0	
160220	"Preparations of liver of any animal (excl. sausages and similar products and finely homogenised ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160231	"Meat or offal of turkeys "Gallus domesticus", prepared or preserved (excl. sausages and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160232	"Meat or offal of fowls of the species "Gallus domesticus", prepared or preserved (excl. sausages ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160239	"Prepared or preserved meat or meat offal of ducks, geese and guinea fowl of the species domesticus ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160241	"Hams of swine and cuts thereof, prepared or preserved"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160242	"Prepared or preserved shoulders and cuts thereof, of swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160249	"Prepared or preserved meat and offal of swine, incl. mixtures (excl. hams, shoulders and cuts ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160250	"Prepared or preserved meat or offal of bovine animals (excl. sausages and similar products, ..."	0	0	18	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	
160290	"Prepared or preserved meat, offal, blood or insects (excl. meat or offal of poultry, swine ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160411	"Prepared or preserved salmon, whole or in pieces (excl. minced)"	0	19	21	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	
160430	"Caviar and caviar substitutes prepared from fish eggs"	4	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160432	"Caviar substitutes prepared from fish eggs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160510	"Crab, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160520	"Shrimps and prawns, prepared or preserved"	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
160521	"Shrimps and prawns, prepared or preserved, not in airtight containers (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160529	"Shrimps and prawns, prepared or preserved, in airtight containers (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160530	"Lobster, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160540	"Crustaceans, prepared or preserved (excl. smoked, crabs, shrimps, prawns and lobster)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160552	"Scallops, incl. queen scallops, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160553	"Mussels, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160554	"Cuttlefish and squid, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160555	"Octopus, prepared or preserved (excl. smoked)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160558	"Snails, prepared or preserved (excl. smoked and sea snails)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160559	"Molluscs, prepared or preserved (excl. smoked, oysters, scallops, mussels, cuttle fish, squid, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160569	"Aquatic invertebrates, prepared or preserved (excl. smoked, crustaceans, molluscs, sea cucumbers, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
160590	"Molluscs and aquatic invertebrates, prepared or preserved"	0	0	31	20	5	0	0	0	0	0	120	2	0	89	140	128	114	0	
170111	"Raw cane sugar (excluding added flavouring or colouring)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170112	"Raw beet sugar (excl. added flavouring or colouring)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170113	"Raw cane sugar, in solid form, not containing added flavouring or colouring matter, obtained ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170114	"Raw cane sugar, in solid form, not containing added flavouring or colouring matter (excl. cane ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170211	"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ..."	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	
170219	"Lactose in solid form and lactose syrup, not containing added flavouring or colouring matter, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	
170220	"Maple sugar, in solid form, and maple syrup (excl. flavoured or coloured)"	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170240	"Glucose in solid form and glucose syrup, not containing added flavouring or colouring matter, ..."	33	29	73	83	245	73	170	236	55	167	80	0	67	75	0	460	0	0	
170250	"Chemically pure fructose in solid form"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
170260	"Fructose in solid form and fructose syrup, not containing added flavouring or colouring matter ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180100	"Cocoa beans, whole or broken, raw or roasted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180200	"Cocoa shells, husks, skins and other cocoa waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180310	"Cocoa paste (excl. defatted)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180320	"Cocoa paste, wholly or partly defatted"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180400	"Cocoa butter, fat and oil"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180500	"Cocoa powder, not containing added sugar or other sweetening matter"	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	
180610	"Cocoa powder, sweetened"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
180620	"Chocolate and other food preparations containing cocoa, in blocks, slabs or bars weighing > ..."	0	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
180631	"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg, filled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
180632	"Chocolate and other preparations containing cocoa, in blocks, slabs or bars of <= 2 kg (excl. ..."	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	
190120	"Mixes and doughs of flour, groats, meal, starch or malt extract, not containing cocoa or containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190211	"Uncooked pasta, not stuffed or otherwise prepared, containing eggs"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190220	"Pasta, stuffed with meat or other substances, whether or not cooked or otherwise prepared"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190300	"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190410	"Prepared foods obtained by swelling or roasting cereals or cereal products, e.g. corn flakes"	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	
190420	"Prepared foods obtained from unroasted cereal flakes or from mixtures of unroasted cereal flakes ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
190430	"Bulgur wheat in the form of worked grains, obtained by cooking hard wheat grains"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190490	"Cereals (excl. maize [corn]) in grain or flake form or other worked grains, pre-cooked or otherwise ..."	0	0	0	0	0	0	0	0	0	3	0	0	7	5	0	0	0	0	
190510	"Crispbread"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
190520	"Gingerbread and the like, whether or not containing cocoa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	
190530	"Sweet biscuits, waffles and wafers, whether or not containing cocoa (excluding with water content ..."	34	0	29	57	51	31	14	33	37	70	75	0	0	0	0	0	0	0	
200120	"Onions, prepared or preserved by vinegar or acetic acid"	0	25	0	0	25	64	0	0	111	113	0	0	0	0	0	0	0	0	
200310	"Mushrooms of the genus "Agaricus", prepared or preserved otherwise than by vinegar or acetic ..."	0	0	14	0	0	0	0	1	0	0	25	54	0	0	0	0	0	0	
200390	"Mushrooms and truffles, prepared or preserved otherwise than by vinegar or acetic acid (excl. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200410	"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid, frozen"	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	
200510	"Homogenised vegetables put up for retail sale as infant food or for dietetic purposes, in containers ..."	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
200520	"Potatoes, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"	103	0	7	0	8	0	5	6	0	0	0	0	0	0	0	0	0	0	
200540	"Peas "Pisum Sativum", prepared or preserved otherwise than by vinegar or acetic acid (excl. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
200551	"Shelled beans "Vigna spp., Phaseolus spp.", prepared or preserved otherwise than by vinegar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200560	"Asparagus, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200580	"Sweetcorn "Zea Mays var. Saccharata", prepared or preserved otherwise than by vinegar or acetic ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200591	"Bamboo shoots, prepared or preserved otherwise than by vinegar or acetic acid (excl. frozen)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200599	"Vegetables and mixtures of vegetables, prepared or preserved otherwise than by vinegar, non-frozen ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200710	"Homogenised preparations of jams, jellies, marmalades, fruit or nut purées and nut pastes, ..."	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200791	"Citrus fruit jams, jellies, marmalades, purées or pastes, obtained by cooking, whether or not ..."	8	0	19	0	0	20	5	14	0	0	2	2	0	0	0	0	5	0	
200811	"Groundnuts, prepared or preserved (excl. preserved with sugar)"	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200819	"Nuts and other seeds, incl. mixtures, prepared or preserved (excl. prepared or preserved with ..."	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	
200820	"Pineapples, prepared or preserved, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200840	"Pears, prepared or preserved, whether or not containing added sugar or other sweetening matter ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	
200860	"Cherries, prepared or preserved, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	
200870	"Peaches, incl. nectarines, prepared or preserved, whether or not containing added sugar or ..."	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200880	"Strawberries, prepared or preserved, whether or not containing added sugar or other sweetening ..."	19	27	14	63	0	12	12	0	0	0	0	0	0	5	3	0	0	0	
200891	"Palm hearts, prepared or preserved, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200892	"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ..."	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200893	"Cranberries "Vaccinium macrocarpon, Vaccinium oxycoccos" and lingonberries "Vaccinium vitis-idaea", ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200897	"Mixtures of fruits, nuts and other edible parts of plants, prepared or preserved, whether or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200899	"Fruit and other edible parts of plants, prepared or preserved, whether or not containing added ..."	26	33	83	31	0	0	157	8	13	0	74	36	0	3	63	43	0	0	
200911	"Frozen orange juice, unfermented, whether or not containing added sugar or other sweetening ..."	2359	2488	2234	318	169	679	1614	1744	1288	1368	687	95	156	639	873	61	150	0	
200912	"Orange juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200920	"Grapefruit juice, unfermented, whether or not containing added sugar or other sweetening matter ..."	0	3	83	1	3	82	1	0	0	69	0	0	0	0	0	0	0	0	
200921	"Grapefruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200930	"Juice of citrus fruit, unfermented, whether or not containing added sugar or other sweetening ..."	93	17	15	9	9	9	16	8	7	12	0	0	0	0	0	0	0	0	
200931	"Single citrus fruit juice, unfermented, Brix value <= 20 at 20°C, whether or not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200940	"Pineapple juice, unfermented, whether or not containing added sugar or other sweetening matter ..."	6	5	1	2	3	1	2	18	6	3	0	0	0	0	0	0	0	0	
200941	"Pineapple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200949	"Pineapple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar ..."	0	0	0	0	0	0	0	0	0	0	0	1	64	3	4	2	11	0	
200950	"Tomato juice, unfermented, whether or not containing added sugar or other sweetening matter ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200960	"Grape juice, incl. grape must, unfermented, whether or not containing added sugar or other ..."	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200961	"Grape juice, incl. grape must, unfermented, Brix value <= 30 at 20°C, whether or not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200969	"Grape juice, incl. grape must, unfermented, Brix value > 30 at 20°C, whether or not containing ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200970	"Apple juice, unfermented, whether or not containing added sugar or other sweetening matter ..."	1	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	
200971	"Apple juice, unfermented, Brix value <= 20 at 20°C, whether or not containing added sugar or ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200979	"Apple juice, unfermented, Brix value > 20 at 20°C, whether or not containing added sugar or ..."	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	13	0	
200980	"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ..."	8	0	4	0	0	2	4	3	1	3	3	2	2	9	3	2	3	0	
200981	"Cranberry or lingonberry "Vaccinium macrocarpon, Vaccinium oxycoccos, Vaccinium vitis-idaea" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
200989	"Juice of fruit or vegetables, unfermented, whether or not containing added sugar or other sweetening ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210112	"Preparations with a basis of extracts, essences or concentrates of coffee or with a basis of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210120	"Extracts, essences and concentrates, of tea or mate, and preparations with a basis of these ..."	0	0	0	0	0	26	0	0	0	0	0	0	0	0	17	72	1	0	
210130	"Roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210220	"Inactive yeasts; other dead single-cell micro-organisms (excl. packaged as medicaments)"	9	2	6	19	20	21	6	0	3	0	0	0	0	0	0	0	0	0	
210310	"Soya sauce"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
210420	"Food preparations consisting of finely homogenised mixtures of two or more basic ingredients, ..."	0	0	0	0	0	35	0	2	0	0	0	0	0	73	65	18	0	0	
210610	"Protein concentrates and textured protein substances"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	
220190	"Ordinary natural water, not containing added sugar, other sweetening matter or flavoured; ice ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220291	"Non-alcoholic beer <= 0.5% vol alc"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220299	"Non-alcoholic beverages (excl. water, fruit or vegetable juices, milk and beer)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220410	"Sparkling wine of fresh grapes"	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
220430	"Grape must, of an actual alcoholic strength of > 0,5% vol (excl. grape must whose fermentation ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220510	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220590	"Vermouth and other wine of fresh grapes, flavoured with plants or aromatic substances, in containers ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220600	"Cider, perry, mead, saké and other fermented beverages and mixtures of fermented beverages ..."	0	0	5	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	
220720	"Denatured ethyl alcohol and other spirits of any strength"	0	0	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	
220820	"Spirits obtained by distilling grape wine or grape marc"	5	0	7	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
220830	"Whiskies"	5	3	15	4	19	7	2	1	4	8	2	5	28	4	0	0	0	0	
220840	"Rum and other spirits obtained by distilling fermented sugar-cane products"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
220850	"Gin and Geneva"	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	
220860	"Vodka"	0	0	0	0	1	0	0	0	0	1	0	1	3	1	0	0	0	0	
220870	"Liqueurs and cordials"	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
220890	"Ethyl alcohol of an alcoholic strength of < 80% vol, not denatured; spirits and other spirituous ..."	14	41	36	6	33	14	23	86	21	80	22	33	61	38	40	0	23	0	
230110	"Flours, meals and pellets, of meat or offal, unfit for human consumption; greaves"	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	
230210	"Bran, sharps and other residues of maize "corn", whether or not in the form of pellets, derived ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230220	"Bran, sharps and other residues of rice, whether or not in the form of pellets, derived from ..."	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	
230230	"Bran, sharps and other residues of wheat, whether or not in the form of pellets, derived from ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230240	"Bran, sharps and other residues of cereals, whether or not in the form of pellets, derived ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230310	"Residues of starch manufacture and similar residues"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230320	"Beet-pulp, bagasse and other waste of sugar manufacture"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230330	"Brewing or distilling dregs and waste"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230400	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230630	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230640	"Oil-cake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
230641	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230649	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230650	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230660	"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230700	"Wine lees; argol"	0	0	0	0	0	0	0	0	0	0	0	0	21	0	34	60	0	0	
230800	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230810	"Acorns and horse-chestnuts for animal feeding, whether or not in the form of pellets"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230890	"Maize stalks, maize leaves, marc and other vegetable materials, waste, residues and by-products ..."	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	
230910	"Dog or cat food, put up for retail sale"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
230990	"Preparations of a kind used in animal feeding (excl. dog or cat food put up for retail sale)"	0	0	11	0	0	0	0	0	41	0	1	1	0	0	0	0	0	0	
240110	"Tobacco, unstemmed or unstripped"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
240120	"Tobacco, partly or wholly stemmed or stripped, otherwise unmanufactured"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
240130	"Tobacco refuse"	0	0	0	0	0	0	0	0	0	0	0	31	0	93	0	0	0	0	
240210	"Cigars, cheroots and cigarillos containing tobacco"	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	
240290	"Cigars, cheroots, cigarillos and cigarettes consisting wholly of tobacco substitutes"	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	
240310	"Smoking tobacco, whether or not containing tobacco substitutes in any proportion"	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240311	"Water-pipe tobacco (excl. tobacco-free. See subheading note 1.)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240319	"Smoking tobacco, whether or not containing tobacco substitutes in any proportion (excl. water-pipe ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240391	"Tobacco, "homogenised" or "reconstituted" from finely-chopped tobacco leaves, tobacco refuse ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240399	"Chewing tobacco, snuff and other manufactured tobacco and manufactured tobacco substitutes, ..."	0	0	0	0	14	0	0	0	27	0	0	16	0	0	0	19	0	0	
240411	"Products containing tobacco or reconstituted tobacco, intended for inhalation without combustion"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240419	"Products containing tobacco or nicotine substitutes, intended for inhalation without combustion ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240491	"Nicotine containing products intended for the intake of nicotine into the human body, for oral ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
240499	"Nicotine containing products intended for the intake of nicotine into the human body (excl. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
290543	"Mannitol"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
290544	"D-glucitol "sorbitol""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330111	"Oils of bergamot, whether or not terpeneless, incl. concretes and absolutes"	2	0	0	3	10	0	0	0	3	0	0	2	0	3	0	9	0	0	
330113	"Oils of lemon, whether or not terpeneless, incl. concretes and absolutes"	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	
330114	"Oils of lime, whether or not terpeneless, incl. concretes and absolutes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330121	"Oils of geranium, whether or not terpeneless, incl. concretes and absolutes"	0	21	0	0	0	1	0	0	0	4	10	0	3	0	4	0	2	0	
330122	"Oils of jasmin, whether or not terpeneless, incl. concretes and absolutes"	92	59	199	162	237	122	108	282	2	175	35	193	90	62	140	186	32	0	
330123	"Oils of lavender or of lavandin, whether or not terpeneless, incl. concretes and absolutes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	
330124	"Oils of peppermint "Mentha piperita", whether or not terpeneless, incl. concretes and absolutes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
330126	"Oils of vetiver, whether or not terpeneless, incl. concretes and absolutes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
350110	"Casein"	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	
350190	"Caseinates and other casein derivatives; casein glues (excl. those put up for retail sale as ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
